Comunidad autónoma;Relación con la actividad en el trimestre actual;Relación con la actividad en el trimestre anterior;Periodo;Total
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2012T2;13,6
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2012T1;14,5
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2011T4;23,4
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2011T3;19,3
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2011T2;20,5
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2011T1;15
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2010T4;22,4
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2010T3;20,6
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2010T2;17,6
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2010T1;16,3
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2009T4;28,8
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2009T3;27,8
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2009T2;19,9
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2009T1;20,6
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2008T4;30,8
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2008T3;24,8
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2008T2;25,6
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2008T1;24,8
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2007T4;35,3
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2007T3;42,6
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2007T2;29,4
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2007T1;30,7
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2006T4;30,4
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2006T3;38,2
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2006T2;29,2
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2006T1;21,8
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2005T4;35,1
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2005T3;40,3
08 Castilla - La Mancha;Ocupados (trimestre actual);Inactivos (trimestre anterior);2005T2;33,4
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2024T2;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2024T1;0,8
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2023T4;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2023T3;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2023T2;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2023T1;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2022T4;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2022T3;0,7
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2022T2;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2022T1;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2021T4;0,9
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2021T3;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2021T2;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2021T1;1,4
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2020T4;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2020T3;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2020T2;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2020T1;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2019T4;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2019T3;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2019T2;0,2
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2019T1;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2018T4;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2018T3;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2018T2;0,1
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2018T1;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2017T4;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2017T3;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2017T2;0,3
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2017T1;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2016T4;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2016T3;0,2
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2016T2;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2016T1;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2015T4;0,6
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2015T3;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2015T2;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2015T1;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2014T4;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2014T3;0,1
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2014T2;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2014T1;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2013T4;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2013T3;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2013T2;0,2
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2013T1;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2012T4;0,6
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2012T3;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2012T2;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2012T1;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2011T4;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2011T3;1,3
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2011T2;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2011T1;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2010T4;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2010T3;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2010T2;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2010T1;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2009T4;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2009T3;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2009T2;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2009T1;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2008T4;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2008T3;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2008T2;0,5
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2008T1;0,3
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2007T4;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2007T3;1,5
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2007T2;0,3
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2007T1;3,6
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2006T4;2,4
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2006T3;2,1
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2006T2;1,2
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2006T1;1,1
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2005T4;..
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2005T3;2,1
08 Castilla - La Mancha;Ocupados (trimestre actual);No consta (trimestre anterior);2005T2;1,8
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2024T2;144,7
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2024T1;154,1
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2023T4;126,6
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2023T3;123,8
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2023T2;135,9
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2023T1;158,8
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2022T4;152,6
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2022T3;152,4
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2022T2;147,8
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2022T1;145,2
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2021T4;134,1
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2021T3;155,5
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2021T2;167,7
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2021T1;172,6
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2020T4;173
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2020T3;179,6
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2020T2;156,2
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2020T1;177,1
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2019T4;163,6
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2019T3;158,5
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2019T2;161,2
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2019T1;154,9
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2018T4;160
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2018T3;164
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2018T2;187,8
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2018T1;202,7
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2017T4;196,5
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2017T3;181
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2017T2;219,3
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2017T1;223,5
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2016T4;219
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2016T3;221,8
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2016T2;235,3
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2016T1;250,3
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2015T4;246,8
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2015T3;245
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2015T2;266,6
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2015T1;284,5
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2014T4;283,1
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2014T3;285,4
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2014T2;288,2
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2014T1;306,6
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2013T4;292,4
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2013T3;300,4
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2013T2;308,6
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2013T1;317,8
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2012T4;305,5
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2012T3;283,8
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2012T2;295,1
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2012T1;280,8
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2011T4;251,8
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2011T3;229,8
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2011T2;237,6
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2011T1;223,5
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2010T4;219,1
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2010T3;200,3
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2010T2;213,9
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2010T1;217,6
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2009T4;192,3
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2009T3;182,5
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2009T2;195,4
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2009T1;179,9
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2008T4;147,9
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2008T3;111,3
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2008T2;103,9
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2008T1;92,1
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2007T4;77,1
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2007T3;66,4
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2007T2;73,4
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2007T1;70,2
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2006T4;72,8
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2006T3;79,5
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2006T2;79,8
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2006T1;82,1
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2005T4;82,2
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2005T3;72,9
08 Castilla - La Mancha;Parados (trimestre actual);Total (trimestre anterior);2005T2;80
08 Castilla - La Mancha;Parados (trimestre actual);Ocupados (trimestre anterior);2024T2;23,9
08 Castilla - La Mancha;Parados (trimestre actual);Ocupados (trimestre anterior);2024T1;40
